,[1] Accuracy,[2] Accuracy,[3] Accuracy,[1] Steps,[2] Steps,[3] Steps,[1] Time,[2] Time,[3] Time
271,59.09090909090909,66.66666666666666,100.0,22.0,21.0,20.0,7.092758893966675,54.95555281639099,189.49796724319458
272,100.0,21.428571428571427,76.92307692307693,15.0,14.0,13.0,7.067214250564575,61.295384883880615,195.2573697566986
273,100.0,96.42857142857143,100.0,29.0,28.0,27.0,7.246173620223999,62.93899416923523,194.507244348526
274,96.66666666666669,86.20689655172413,100.0,30.0,29.0,28.0,7.309338808059692,62.79779028892517,198.40001153945926
275,44.1860465116279,33.33333333333333,29.268292682926827,43.0,42.0,41.0,7.61028265953064,59.78303480148315,192.71194338798526
276,81.25,100.0,96.66666666666669,32.0,31.0,30.0,7.401855945587157,59.489557981491096,189.94056034088126
277,81.48148148148148,61.53846153846154,76.0,27.0,26.0,25.0,7.45877194404602,60.15420436859131,179.5750105381012
278,72.91666666666666,61.70212765957447,69.56521739130434,48.0,47.0,46.0,7.872069835662843,60.41899943351746,194.3751564025879
279,100.0,100.0,100.0,27.0,26.0,25.0,7.4262144565582275,60.32454800605774,197.74506044387817
280,61.29032258064516,80.0,62.06896551724138,31.0,30.0,29.0,7.345630168914795,62.22661876678467,194.9883074760437
281,83.6734693877551,83.33333333333334,78.72340425531915,49.0,48.0,47.0,7.886606454849242,63.409348964691155,192.0005400180817
282,94.28571428571428,61.764705882352935,81.81818181818183,35.0,34.0,33.0,7.430501461029053,62.8912501335144,180.4056966304779
283,80.09478672985783,72.85714285714283,78.4688995215311,211.0,210.0,209.0,8.792998313903809,67.11233234405518,207.62403059005737
284,76.19047619047619,68.29268292682927,82.5,42.0,41.0,40.0,7.713355302810669,60.266459703445435,184.9025340080261
285,82.7906976744186,82.71028037383178,80.28169014084506,215.0,214.0,213.0,9.748560667037962,68.58342838287354,200.39009976387024
286,93.87755102040815,87.5,87.23404255319151,49.0,48.0,47.0,7.68126654624939,63.76824164390564,184.71736907958984
287,100.0,83.33333333333334,96.55172413793105,31.0,30.0,29.0,7.756733179092407,63.05288624763489,192.60127663612369
288,86.8421052631579,78.37837837837837,88.88888888888891,38.0,37.0,36.0,7.882875442504883,64.19369196891786,199.41887593269348
289,93.93939393939394,87.5,83.87096774193549,33.0,32.0,31.0,7.957515239715576,64.3323917388916,190.04065036773682
290,96.77419354838707,90.0,100.0,31.0,30.0,29.0,7.646049737930298,62.23035001754761,196.5211884975433
291,92.85714285714286,96.29629629629628,92.30769230769228,28.0,27.0,26.0,7.723793745040893,63.92979431152344,192.09913301467896
292,70.37037037037038,92.30769230769228,96.0,27.0,26.0,25.0,7.9140784740448,61.17904615402222,191.9333415031433
293,37.5,57.14285714285714,66.66666666666666,8.0,7.0,6.0,8.004399538040161,60.92243576049805,201.3360588550568
294,7.6923076923076925,50.0,63.63636363636363,13.0,12.0,11.0,7.797058343887329,65.30449628829956,191.3276035785675
295,100.0,100.0,96.66666666666669,32.0,31.0,30.0,7.95487904548645,62.04000306129456,205.53935050964355
296,97.05882352941177,100.0,100.0,34.0,33.0,32.0,8.066295146942139,60.73537659645081,189.29987692832947
297,94.11764705882351,90.9090909090909,93.75,34.0,33.0,32.0,8.402076959609985,65.91320371627808,184.25659728050232
298,82.92682926829268,87.5,84.61538461538461,41.0,40.0,39.0,8.524689674377441,67.27109909057617,201.8946704864502
299,90.0,89.74358974358975,97.36842105263158,40.0,39.0,38.0,8.556677579879759,65.0034782886505,203.9943578243256
301,86.8421052631579,64.86486486486487,77.7777777777778,38.0,37.0,36.0,8.251720428466799,65.93748593330382,195.62005233764648
302,75.0,80.64516129032258,86.66666666666669,32.0,31.0,30.0,8.075203657150269,61.790669918060296,187.6443240642548
303,66.66666666666666,76.47058823529412,68.75,18.0,17.0,16.0,8.165889263153076,62.99979043006897,199.7546043395996
304,65.21739130434783,77.27272727272727,80.95238095238095,23.0,22.0,21.0,8.400874853134155,62.04633498191834,198.15788960456848
305,70.83333333333334,47.82608695652174,95.45454545454544,24.0,23.0,22.0,8.249162673950195,61.778284788131714,198.52730107307443
306,73.52941176470588,75.75757575757575,68.75,34.0,33.0,32.0,8.400248050689697,60.00669360160828,195.15086245536804
307,64.70588235294117,100.0,100.0,17.0,16.0,15.0,8.26040244102478,65.96655607223511,204.12977266311646
308,86.04651162790701,92.85714285714286,87.8048780487805,43.0,42.0,41.0,8.568605899810791,66.95298624038696,197.54137897491447
309,92.10526315789473,91.8918918918919,88.88888888888891,38.0,37.0,36.0,8.883434772491455,67.07415533065796,187.07448482513428
310,47.91666666666667,29.78723404255319,50.0,48.0,47.0,46.0,8.892388582229612,63.04107713699341,204.7255642414093
311,73.52941176470588,81.81818181818183,87.5,34.0,33.0,32.0,8.92095947265625,65.47120881080627,198.336053609848
312,88.57142857142857,97.05882352941177,93.93939393939394,35.0,34.0,33.0,8.825742244720459,63.19974136352539,207.55868458747864
313,84.375,90.32258064516128,96.66666666666669,32.0,31.0,30.0,8.565310955047607,66.6654839515686,208.0826451778412
314,71.05263157894737,83.7837837837838,66.66666666666666,38.0,37.0,36.0,8.756097316741942,63.73540186882019,196.38908243179318
315,84.61538461538461,94.73684210526315,89.18918918918921,39.0,38.0,37.0,9.002429246902468,59.70672965049744,195.39274525642395
316,91.66666666666666,85.71428571428571,94.11764705882351,36.0,35.0,34.0,8.745838403701782,57.82175660133362,200.00068998336792
317,85.29411764705883,84.84848484848484,84.375,34.0,33.0,32.0,9.178376436233519,64.2795341014862,200.24314618110657
318,62.16216216216216,77.7777777777778,48.57142857142857,37.0,36.0,35.0,8.862900495529177,61.68389749526978,185.0863485336304
319,72.97297297297297,41.66666666666667,65.71428571428571,37.0,36.0,35.0,8.986485481262207,61.27539920806885,204.52145671844482
320,81.02766798418972,77.38095238095238,78.88446215139443,253.0,252.0,251.0,10.452125072479248,69.91577458381653,205.1600706577301
321,50.0,34.285714285714285,47.058823529411754,36.0,35.0,34.0,9.084518671035768,59.92935419082642,184.3478946685791
322,85.0,66.66666666666666,68.42105263157895,40.0,39.0,38.0,9.460530042648317,60.57885003089905,216.14591717720032
323,90.74074074074076,94.33962264150944,92.30769230769228,54.0,53.0,52.0,9.257345914840696,60.036491870880134,213.8995668888092
324,85.71428571428571,82.92682926829268,72.5,42.0,41.0,40.0,9.128915786743164,59.71707582473755,197.33022546768188
325,89.47368421052632,11.111111111111107,70.58823529411767,19.0,18.0,17.0,9.158072471618652,56.70761799812317,195.8423991203308
326,93.02325581395347,97.61904761904762,97.56097560975607,43.0,42.0,41.0,9.43154239654541,64.89748120307921,218.58036041259768
327,69.56521739130434,90.9090909090909,100.0,23.0,22.0,21.0,9.202529191970823,56.62634158134461,187.51115655899048
328,81.81818181818183,87.5,83.87096774193549,33.0,32.0,31.0,9.305099487304688,63.62387561798096,215.17695784568787
329,92.6829268292683,100.0,97.43589743589745,41.0,40.0,39.0,9.111159324645996,63.10893130302429,208.11431670188904
330,92.5,89.74358974358975,100.0,40.0,39.0,38.0,9.336205720901491,71.8386812210083,206.46102094650269
331,33.33333333333333,0.0,0.0,9.0,8.0,7.0,9.166958332061768,65.62665009498596,196.33661651611328
332,85.71428571428571,88.23529411764706,84.84848484848484,35.0,34.0,33.0,9.414329290390016,60.4192967414856,223.04608011245728
333,90.4761904761905,90.24390243902441,97.5,42.0,41.0,40.0,9.436354398727415,64.8387405872345,194.7904825210572
334,81.09452736318406,71.5,79.39698492462311,201.0,200.0,199.0,10.441784143447878,74.89699649810791,202.04676914215088
335,88.88888888888891,75.0,88.3720930232558,45.0,44.0,43.0,9.642656803131104,67.3301956653595,194.4213101863861
336,76.47058823529412,100.0,66.66666666666666,17.0,16.0,15.0,9.613311290740967,60.64846587181089,204.1684575080872
337,89.18918918918921,94.44444444444444,94.28571428571428,37.0,36.0,35.0,9.762517690658571,61.01459693908691,205.0366668701172
338,66.66666666666666,43.75,96.77419354838707,33.0,32.0,31.0,9.696889400482178,60.0346257686615,196.92176151275643
339,56.00000000000001,45.83333333333333,56.52173913043478,25.0,24.0,23.0,9.818706274032591,61.111993312835686,208.45558500289917
340,52.941176470588246,75.0,93.33333333333331,17.0,16.0,15.0,9.473682165145872,62.34474968910217,201.41884541511536
341,84.61538461538461,76.0,83.33333333333334,26.0,25.0,24.0,9.812352180480957,61.07841300964356,203.13147354125977
342,76.31578947368422,81.08108108108108,77.7777777777778,38.0,37.0,36.0,10.012904405593874,62.4044554233551,195.78055024147042
343,60.0,55.88235294117647,63.63636363636363,35.0,34.0,33.0,9.623982667922975,61.32231640815735,213.9396903514862
344,82.2222222222222,72.72727272727273,93.02325581395347,45.0,44.0,43.0,9.793757677078249,61.86033344268799,208.88934206962585
345,88.88888888888891,80.76923076923076,100.0,27.0,26.0,25.0,9.578933238983154,62.75991129875183,225.71532249450684
347,87.5,66.66666666666666,92.85714285714286,16.0,15.0,14.0,9.762555837631227,64.07579731941222,155.6692636013031
348,91.30434782608695,68.18181818181817,100.0,23.0,22.0,21.0,9.974816799163818,66.38582181930542,216.4309823513031
349,60.0,77.7777777777778,100.0,10.0,9.0,8.0,9.934895277023317,65.45497798919678,221.82174134254456
350,100.0,90.24390243902441,92.5,42.0,41.0,40.0,10.265989542007445,62.53111791610718,212.1379656791687
351,91.42857142857143,97.05882352941177,96.96969696969695,35.0,34.0,33.0,10.085654258728027,62.69983077049256,212.4364161491394
352,94.64285714285714,94.54545454545456,92.5925925925926,56.0,55.0,54.0,9.908782958984377,72.90161466598511,207.4059150218964
353,91.66666666666666,88.57142857142857,94.11764705882351,36.0,35.0,34.0,9.991785764694212,67.41098952293396,197.80805492401126
354,75.0,0.0,85.71428571428571,16.0,15.0,14.0,10.236005544662477,69.22887182235718,209.25923085212708
355,91.42857142857143,91.17647058823529,87.87878787878788,35.0,34.0,33.0,10.206380605697634,68.07640099525453,214.91554141044617
356,86.95652173913044,100.0,85.71428571428571,23.0,22.0,21.0,10.367875099182127,68.6981954574585,209.61246514320374
357,100.0,100.0,97.36842105263158,40.0,39.0,38.0,10.34138011932373,72.54601550102235,197.13826823234558
358,45.45454545454545,28.125,54.838709677419345,33.0,32.0,31.0,10.366608142852783,59.63758683204651,224.54011011123657
359,78.57142857142857,85.36585365853658,85.0,42.0,41.0,40.0,10.316591501235964,69.35252690315247,199.6845304965973
360,95.1219512195122,90.0,89.74358974358975,41.0,40.0,39.0,10.420857667922975,65.28506994247437,213.94595050811768
361,80.46875,81.88976377952756,80.1587301587302,128.0,127.0,126.0,11.061115503311157,71.84232568740846,209.89023518562317
363,47.82608695652174,63.63636363636363,38.095238095238095,23.0,22.0,21.0,10.424505472183226,67.1687948703766,202.96937084198
364,100.0,73.33333333333333,100.0,16.0,15.0,14.0,10.480834484100342,72.06736779212952,198.16207385063169
365,100.0,37.03703703703704,92.30769230769228,28.0,27.0,26.0,10.553821563720703,69.11314558982849,202.93543219566345
366,78.94736842105263,72.2222222222222,100.0,19.0,18.0,17.0,10.492146730422975,72.11064100265503,204.1491496562957
367,90.24390243902441,85.0,94.87179487179485,41.0,40.0,39.0,10.617612600326536,73.77131485939027,224.8359191417694
368,92.0,91.83673469387756,89.58333333333334,50.0,49.0,48.0,10.556453704833984,66.34532594680786,211.74932193756104
371,88.88888888888891,85.71428571428571,91.17647058823529,36.0,35.0,34.0,11.05396819114685,66.39399361610414,211.67308735847473
372,75.75757575757575,75.0,74.19354838709677,33.0,32.0,31.0,10.682975769042967,71.17510652542114,218.2142162322998
373,94.11764705882351,93.93939393939394,90.625,34.0,33.0,32.0,10.801695346832275,73.6725652217865,198.8570420742035
374,96.77419354838707,100.0,96.55172413793105,31.0,30.0,29.0,10.504772901535032,71.33008646965027,213.0732369422913
375,60.0,14.285714285714285,69.23076923076923,15.0,14.0,13.0,11.007497072219849,67.63510489463806,191.9424765110016
377,100.0,100.0,90.9090909090909,35.0,34.0,33.0,11.20997714996338,62.27157688140869,196.616147518158
378,73.68421052631578,78.37837837837837,72.2222222222222,38.0,37.0,36.0,11.129264831542967,64.70334839820862,210.3961522579193
379,79.3103448275862,64.28571428571429,66.66666666666666,29.0,28.0,27.0,10.84501028060913,64.65451312065126,223.73423862457275
380,86.8421052631579,78.37837837837837,80.55555555555556,38.0,37.0,36.0,11.055611848831177,66.73225569725037,219.38138699531555
381,82.05128205128204,94.73684210526315,67.56756756756756,39.0,38.0,37.0,11.011167764663696,70.43562006950378,212.41825366020203
382,85.18518518518519,96.15384615384615,88.0,27.0,26.0,25.0,11.19949746131897,72.69661378860474,214.5511562824249
383,100.0,72.2222222222222,100.0,19.0,18.0,17.0,10.985235452651978,65.58658480644226,206.18910670280457
384,77.7777777777778,94.11764705882351,87.5,18.0,17.0,16.0,11.27911639213562,70.4705114364624,222.70753359794617
385,82.05128205128204,42.105263157894726,75.67567567567569,39.0,38.0,37.0,11.339288711547852,72.09840083122253,221.3436472415924
386,9.090909090909092,30.0,100.0,11.0,10.0,9.0,10.89386796951294,68.20316767692566,207.42389845848083
388,86.95652173913044,81.81818181818183,100.0,23.0,22.0,21.0,11.373594522476196,70.79953694343567,205.10239672660828
389,90.4761904761905,70.0,63.157894736842096,21.0,20.0,19.0,11.385485172271727,66.70724248886107,196.11044192314148
390,68.75,48.38709677419354,70.0,32.0,31.0,30.0,11.399036645889282,68.04331445693971,225.42830014228818
391,100.0,100.0,91.42857142857143,37.0,36.0,35.0,11.699347496032715,70.45067310333252,221.31167101860046
392,82.75862068965517,85.71428571428571,85.18518518518519,29.0,28.0,27.0,11.182218074798584,71.68892121315001,186.1886577606201
393,56.410256410256395,55.26315789473685,78.37837837837837,39.0,38.0,37.0,11.740045547485352,66.35632300376892,230.8229739665985
394,61.36363636363637,39.53488372093023,69.04761904761905,44.0,43.0,42.0,12.583409547805786,65.57556915283203,217.2977945804596
395,84.25196850393702,80.1587301587302,88.8,127.0,126.0,125.0,11.994871139526367,76.32646632194519,232.45534896850586
396,94.73684210526315,77.7777777777778,94.11764705882351,19.0,18.0,17.0,11.740005016326904,69.95094037055968,215.86441445350647
397,87.87878787878788,87.5,100.0,33.0,32.0,31.0,11.749830484390259,69.72929883003235,223.59856796264648
399,100.0,97.2972972972973,100.0,38.0,37.0,36.0,11.722177982330322,62.03516674041748,207.5179545879364
400,61.53846153846154,34.21052631578947,59.45945945945946,39.0,38.0,37.0,12.104870319366455,66.28942465782166,214.8995065689087
401,80.95238095238095,92.6829268292683,90.0,42.0,41.0,40.0,11.753996133804321,69.64413332939148,250.25718235969543
402,96.96969696969695,96.875,93.54838709677419,33.0,32.0,31.0,12.021702527999878,73.05017971992494,213.7314457893372
403,94.73684210526315,44.444444444444436,100.0,19.0,18.0,17.0,12.039337873458862,67.33233809471129,212.1638464927673
404,47.61904761904761,80.0,94.73684210526315,21.0,20.0,19.0,11.998326778411865,74.55680298805238,225.03541946411133
405,92.0,97.95918367346935,95.83333333333334,50.0,49.0,48.0,12.036995649337769,67.11157035827637,210.23713994026184
406,82.0,81.63265306122447,93.75,50.0,49.0,48.0,12.470352411270142,76.17662501335144,210.38546133041385
407,70.21276595744679,78.26086956521739,51.11111111111111,47.0,46.0,45.0,12.450758218765259,70.95850253105165,232.3838768005371
408,0.0,11.111111111111107,25.0,10.0,9.0,8.0,12.340619087219238,64.52664494514464,197.6541132926941
409,25.0,25.185185185185183,28.35820895522388,136.0,135.0,134.0,13.388590812683105,68.33374953269957,223.42053484916687
410,87.5,100.0,83.33333333333334,8.0,7.0,6.0,12.241761445999146,67.82035660743713,218.2991681098938
411,88.3720930232558,80.95238095238095,82.92682926829268,43.0,42.0,41.0,12.176483392715454,68.37155079841614,182.31893253326416
412,95.23809523809523,100.0,85.0,42.0,41.0,40.0,12.25178050994873,75.62187480926514,226.41108989715576
413,59.42028985507246,63.235294117647065,65.67164179104478,69.0,68.0,67.0,12.755192995071411,72.92911505699158,242.42947936058044
414,55.07246376811594,51.470588235294116,47.76119402985074,69.0,68.0,67.0,12.660904169082642,70.11312341690063,227.11519479751587
416,70.0,65.3061224489796,54.16666666666666,50.0,49.0,48.0,12.958906412124634,69.60975646972656,213.14836001396182
417,86.36363636363636,72.09302325581395,69.04761904761905,44.0,43.0,42.0,12.29270052909851,62.98322057723999,229.2951488494873
418,93.47826086956522,68.8888888888889,79.54545454545455,46.0,45.0,44.0,12.457299947738647,66.22278881072998,227.793074131012
420,75.0,33.33333333333333,85.71428571428571,16.0,15.0,14.0,12.35632061958313,68.9616060256958,193.342214345932
421,73.07692307692307,92.0,91.66666666666666,26.0,25.0,24.0,12.923224925994873,69.5363302230835,209.26834273338318
422,12.5,42.857142857142854,33.33333333333333,8.0,7.0,6.0,12.2654447555542,70.71380424499513,217.3056752681732
423,93.54838709677419,70.0,100.0,31.0,30.0,29.0,12.383019208908081,70.0227370262146,238.6060209274292
424,82.14285714285714,77.7777777777778,80.76923076923076,28.0,27.0,26.0,12.792548418045044,69.27830743789673,158.3378734588623
425,85.29411764705883,96.96969696969695,81.25,34.0,33.0,32.0,12.47656512260437,81.55428814888,237.0553855895996
426,80.0,48.71794871794872,68.42105263157895,40.0,39.0,38.0,12.856180667877195,75.46446681022644,220.05975198745728
427,88.88888888888891,58.82352941176471,93.75,18.0,17.0,16.0,14.342265367507935,65.50206470489502,232.3333501815796
428,77.55102040816327,54.16666666666666,57.44680851063831,49.0,48.0,47.0,13.119011402130127,67.66340470314026,222.1440863609314
429,94.73684210526315,66.66666666666666,88.23529411764706,19.0,18.0,17.0,12.840281009674072,67.66259670257568,213.52675795555115
430,84.21052631578947,44.444444444444436,100.0,19.0,18.0,17.0,13.019412279129028,69.08610653877257,240.63159418106082
